Profil plat :

Chaque échantillon compte pour 0.01 seconds.
  %    cumulatif   auto              auto     total           
temps   seconds   seconds   appels  s/appel  s/appel  nom     
                0.00    0.00   10962/21924       rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
[249]    0.0    0.00    0.00   21924         Eigen::DenseStorage<double, -1, -1, 1, 0>::~DenseStorage() [249]
-----------------------------------------------
                0.00    0.00       2/16737       Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [295]
                0.00    0.00      32/16737       Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [65]
                0.00    0.00    5741/16737       Molecule::Molecule() [258]
                0.00    0.00   10962/16737       rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
[250]    0.0    0.00    0.00   16737         Internal_state::Internal_state() [250]
-----------------------------------------------
                0.00    0.00       1/12113       void std::vector<Laser, std::allocator<Laser> >::_M_realloc_insert<Laser const&>(__gnu_cxx::__normal_iterator<Laser*, std::vector<Laser, std::allocator<Laser> > >, Laser const&) [290]
                0.00    0.00    1150/12113       Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
                0.00    0.00   10962/12113       rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
[251]    0.0    0.00    0.00   12113         Laser::~Laser() [251]
                0.00    0.00   24226/47591       find_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, double&) [246]
-----------------------------------------------
                0.00    0.00       3/11539       void std::vector<Laser, std::allocator<Laser> >::_M_realloc_insert<Laser const&>(__gnu_cxx::__normal_iterator<Laser*, std::vector<Laser, std::allocator<Laser> > >, Laser const&) [290]
                0.00    0.00     574/11539       Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
                0.00    0.00   10962/11539       rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
[252]    0.0    0.00    0.00   11539         Laser::Laser(Laser const&) [252]
                0.00    0.00   23078/23078       Laser::~Laser() [247]
-----------------------------------------------
                0.00    0.00   11480/11480       new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
[253]    0.0    0.00    0.00   11480         Internal_state::Grad_Energy_Shift_B(double, Vecteur3D) [253]
-----------------------------------------------
                0.00    0.00   11480/11480       new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [57]
[254]    0.0    0.00    0.00   11480         Internal_state::Grad_Energy_Shift_E(double, Vecteur3D) [254]
-----------------------------------------------
                0.00    0.00    5481/10962       rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
                0.00    0.00    5481/10962       rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [6]
[255]    0.0    0.00    0.00   10962         Eigen::DenseStorage<std::complex<double>, -1, -1, -1, 0>::~DenseStorage() [255]
-----------------------------------------------
                0.00    0.00    6848/6848        Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [295]
[256]    0.0    0.00    0.00    6848         Internal_state::is_equal(Internal_state const&) const [256]
-----------------------------------------------
                0.00    0.00    5741/5741        Molecule::Molecule() [258]
[257]    0.0    0.00    0.00    5741         Atome::Atome() [257]
-----------------------------------------------
                0.00    0.00       1/5741        Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
                0.00    0.00    5740/5741        void evolve_step<Molecule>(N_Body_algorithmes, std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double, FitParams&) [55]
[258]    0.0    0.00    0.00    5741         Molecule::Molecule() [258]
                0.00    0.00    5741/5741        Atome::Atome() [257]
                0.00    0.00    5741/16737       Internal_state::Internal_state() [250]
-----------------------------------------------
                0.00    0.00    1492/1492        DataCards::DoReadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [286]
[259]    0.0    0.00    0.00    1492         DataCards::AppendCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [259]
                0.00    0.00     560/560         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [266]
                0.00    0.00     500/500         DataCards::RemoveCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [267]
-----------------------------------------------
                0.00    0.00    1152/1152        Laser::Laser() [264]
[260]    0.0    0.00    0.00    1152         std::pair<std::_Rb_tree_iterator<std::pair<double const, double> >, bool> std::_Rb_tree<double, std::pair<double const, double>, std::_Select1st<std::pair<double const, double> >, std::less<double>, std::allocator<std::pair<double const, double> > >::_M_emplace_unique<std::pair<double, double> >(std::pair<double, double>&&) [260]
-----------------------------------------------
                0.00    0.00    1152/1152        Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
[261]    0.0    0.00    0.00    1152         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
-----------------------------------------------
                0.00    0.00       3/618         main [2]
                0.00    0.00      39/618         RePaint() [3]
                0.00    0.00     576/618         Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
[262]    0.0    0.00    0.00     618         Laser::read_Spectrum(char const*) [262]
-----------------------------------------------
                0.00    0.00     576/576         Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
[263]    0.0    0.00    0.00     576         Laser::read_Intensity(char const*) [263]
-----------------------------------------------
                0.00    0.00     576/576         Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
[264]    0.0    0.00    0.00     576         Laser::Laser() [264]
                0.00    0.00    1152/1152        std::pair<std::_Rb_tree_iterator<std::pair<double const, double> >, bool> std::_Rb_tree<double, std::pair<double const, double>, std::_Select1st<std::pair<double const, double> >, std::less<double>, std::allocator<std::pair<double const, double> > >::_M_emplace_unique<std::pair<double, double> >(std::pair<double, double>&&) [260]
-----------------------------------------------
                0.00    0.00     574/574         void evolve_step_Verlet_via_acc<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double) [56]
[265]    0.0    0.00    0.00     574         void add_acc_N_body_Coulomb<Molecule>(std::vector<Molecule, std::allocator<Molecule> > const&, Vecteur3D*, int) [265]
-----------------------------------------------
                0.00    0.00     560/560         DataCards::AppendCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [259]
[266]    0.0    0.00    0.00     560         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [266]
-----------------------------------------------
                0.00    0.00     500/500         DataCards::AppendCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [259]
[267]    0.0    0.00    0.00     500         DataCards::RemoveCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [267]
-----------------------------------------------
                0.00    0.00     287/287         tirage_random_discrete(gsl_rng const*, std::vector<double, std::allocator<double> > const&, int, double&) [269]
[268]    0.0    0.00    0.00     287         binarySearch(double*, int, int, double) [268]
-----------------------------------------------
                0.00    0.00     287/287         find_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, double&) [246]
[269]    0.0    0.00    0.00     287         tirage_random_discrete(gsl_rng const*, std::vector<double, std::allocator<double> > const&, int, double&) [269]
                0.00    0.00     287/287         binarySearch(double*, int, int, double) [268]
-----------------------------------------------
                0.00    0.00     286/286         RePaint() [3]
[270]    0.0    0.00    0.00     286         Modif_Param(double, FitParams&) [270]
-----------------------------------------------
                0.00    0.00     214/214         Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [295]
[271]    0.0    0.00    0.00     214         Internal_state::add_transition(Internal_state*, double) [271]
                0.00    0.00     121/121         void std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > >::_M_realloc_insert<std::pair<Internal_state*, double> const&>(__gnu_cxx::__normal_iterator<std::pair<Internal_state*, double>*, std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > > >, std::pair<Internal_state*, double> const&) [276]
-----------------------------------------------
                0.00    0.00       1/147         Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
                0.00    0.00       8/147         DataCards::IParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, long) [282]
                0.00    0.00      11/147         RePaint() [3]
                0.00    0.00     127/147         DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [274]
[272]    0.0    0.00    0.00     147         DataCards::SParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [272]
-----------------------------------------------
                0.00    0.00       8/135         DataCards::IParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, long) [282]
                0.00    0.00     127/135         DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [274]
[273]    0.0    0.00    0.00     135         Bicubic_Interpolator::Bicubic_Interpolator(int, int, double, double, double, double) [273]
-----------------------------------------------
                0.00    0.00       1/127         RePaint() [3]
                0.00    0.00       1/127         FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [62]
                0.00    0.00     125/127         FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [60]
[274]    0.0    0.00    0.00     127         DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [274]
                0.00    0.00     127/147         DataCards::SParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [272]
                0.00    0.00     127/135         Bicubic_Interpolator::Bicubic_Interpolator(int, int, double, double, double, double) [273]
-----------------------------------------------
                0.00    0.00     125/125         FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [60]
[275]    0.0    0.00    0.00     125         DataCards::HasKey(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [275]
-----------------------------------------------
                0.00    0.00     121/121         Internal_state::add_transition(Internal_state*, double) [271]
[276]    0.0    0.00    0.00     121         void std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > >::_M_realloc_insert<std::pair<Internal_state*, double> const&>(__gnu_cxx::__normal_iterator<std::pair<Internal_state*, double>*, std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > > >, std::pair<Internal_state*, double> const&) [276]
-----------------------------------------------
                0.00    0.00     107/107         Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [295]
[277]    0.0    0.00    0.00     107         read_Line(std::istream&, Internal_state&, Internal_state&, double&) [277]
-----------------------------------------------
                0.00    0.00      32/32          Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [65]
[278]    0.0    0.00    0.00      32         Internal_state::read_Level__B(std::istream&) [278]
-----------------------------------------------
                0.00    0.00      32/32          initialisation_Gamma(std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [292]
[279]    0.0    0.00    0.00      32         Internal_state::Einstein_desex_rate() [279]
-----------------------------------------------
                0.00    0.00       1/21          do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [69]
                0.00    0.00      20/21          initialisation_proba(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Internal_state, std::allocator<Internal_state> > const&) [293]
[280]    0.0    0.00    0.00      21         Molecule::operator=(Internal_state const&) [280]
-----------------------------------------------
                0.00    0.00      20/20          Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [61]
[281]    0.0    0.00    0.00      20         Vecteur3D::gaussian_initialisation(gsl_rng const*, Vecteur3D) [281]
-----------------------------------------------
                0.00    0.00       1/8           main [2]
                0.00    0.00       7/8           RePaint() [3]
[282]    0.0    0.00    0.00       8         DataCards::IParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, long) [282]
                0.00    0.00       8/147         DataCards::SParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [272]
                0.00    0.00       8/135         Bicubic_Interpolator::Bicubic_Interpolator(int, int, double, double, double, double) [273]
-----------------------------------------------
                0.00    0.00       4/8           FitParams::LocateOrAddParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [64]
                0.00    0.00       4/8           FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [60]
[283]    0.0    0.00    0.00       8         void std::vector<Param*, std::allocator<Param*> >::_M_realloc_insert<Param*>(__gnu_cxx::__normal_iterator<Param**, std::vector<Param*, std::allocator<Param*> > >, Param*&&) [283]
-----------------------------------------------
                0.00    0.00       2/8           rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [15]
                0.00    0.00       6/8           rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [51]
[284]    0.0    0.00    0.00       8         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [284]
-----------------------------------------------
                0.00    0.00       5/5           FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [62]
[285]    0.0    0.00    0.00       5         get_kin(Molecule const&) [285]
-----------------------------------------------
                0.00    0.00       4/4           DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [232]
[286]    0.0    0.00    0.00       4         DataCards::DoReadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [286]
                0.00    0.00    1492/1492        DataCards::AppendCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [259]
-----------------------------------------------
                0.00    0.00       1/4           FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [62]
                0.00    0.00       1/4           FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [60]
                0.00    0.00       2/4           RePaint() [3]
[287]    0.0    0.00    0.00       4         std::__cxx11::_List_base<DataCards::Card, std::allocator<DataCards::Card> >::_M_clear() [287]
-----------------------------------------------
                0.00    0.00       2/2           RePaint() [3]
[288]    0.0    0.00    0.00       2         Field::Field(Field const&) [288]
-----------------------------------------------
                0.00    0.00       2/2           RePaint() [3]
[289]    0.0    0.00    0.00       2         Field::Field() [289]
-----------------------------------------------
                0.00    0.00       2/2           Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [52]
[290]    0.0    0.00    0.00       2         void std::vector<Laser, std::allocator<Laser> >::_M_realloc_insert<Laser const&>(__gnu_cxx::__normal_iterator<Laser*, std::vector<Laser, std::allocator<Laser> > >, Laser const&) [290]
                0.00    0.00       3/11539       Laser::Laser(Laser const&) [252]
                0.00    0.00       1/12113       Laser::~Laser() [251]
-----------------------------------------------
                0.00    0.00       1/1           get_unit_vector_spontaneous_emission(gsl_rng const*, std::complex<double>*, Vecteur3D, int, FitParams&) [70]
[291]    0.0    0.00    0.00       1         rotation_axis_lab(Vecteur3D const&, double, double, double) [291]
-----------------------------------------------
                0.00    0.00       1/1           initialisation_trans_mol(char const*, char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [66]
[292]    0.0    0.00    0.00       1         initialisation_Gamma(std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [292]
                0.00    0.00      32/32          Internal_state::Einstein_desex_rate() [279]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[293]    0.0    0.00    0.00       1         initialisation_proba(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Internal_state, std::allocator<Internal_state> > const&) [293]
                0.00    0.00      20/21          Molecule::operator=(Internal_state const&) [280]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[294]    0.0    0.00    0.00       1         save_random_generator(gsl_rng*, char const*) [294]
-----------------------------------------------
                0.00    0.00       1/1           initialisation_trans_mol(char const*, char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [66]
[295]    0.0    0.00    0.00       1         Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [295]
                0.00    0.00    6848/6848        Internal_state::is_equal(Internal_state const&) const [256]
                0.00    0.00     214/214         Internal_state::add_transition(Internal_state*, double) [271]
                0.00    0.00     107/107         read_Line(std::istream&, Internal_state&, Internal_state&, double&) [277]
                0.00    0.00       2/16737       Internal_state::Internal_state() [250]
                0.00    0.00       2/916574      Internal_state::~Internal_state() [233]
-----------------------------------------------
                0.00    0.00       1/1           void Eigen::internal::evaluateProductBlockingSizesHeuristic<std::complex<double>, std::complex<double>, 1, long long>(long long&, long long&, long long&, long long) [238]
[296]    0.0    0.00    0.00       1         Eigen::internal::queryCacheSizes(int&, int&, int&) [296]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[297]    0.0    0.00    0.00       1         DataCards::NbCards() [297]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[298]    0.0    0.00    0.00       1         DataCards::DataCards(DataCards const&) [298]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[299]    0.0    0.00    0.00       1         FitParams::Scan_Param() [299]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[300]    0.0    0.00    0.00       1         std::__cxx11::_List_base<DataCards::CrdPF, std::allocator<DataCards::CrdPF> >::_M_clear() [300]
-----------------------------------------------
                0.00    0.00       1/1           RePaint() [3]
[301]    0.0    0.00    0.00       1         operator<<(std::ostream&, DataCards) [301]
-----------------------------------------------

Index par nom de fonction

  [53] Init_Field(Field&, Field&, FitParams&, char const*, char const*) [273] Bicubic_Interpolator::Bicubic_Interpolator(int, int, double, double, double, double) [42] void Eigen::HouseholderSequence<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::CwiseUnaryOp<Eigen::internal::scalar_conjugate_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const>, 1>::evalTo<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) const
  [52] Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [235] Atome::Atome(Atome const&) [248] Field::get_grad_field_F2(Vecteur3D const&) const
  [65] Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [257] Atome::Atome() [37] Field::get_Field(Vecteur3D const&) const
 [270] Modif_Param(double, FitParams&) [33] Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholderInPlace(std::complex<double>&, double&) [49] Laser::wave_vector() const
  [69] do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [18] void Eigen::MatrixBase<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> >::applyHouseholderOnTheLeft<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const, -1, 1, false> const&, std::complex<double> const&, std::complex<double>*) [40] Laser::intensity_lab_axis(Vecteur3D const&) const
  [55] void evolve_step<Molecule>(N_Body_algorithmes, std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double, FitParams&) [255] Eigen::DenseStorage<std::complex<double>, -1, -1, -1, 0>::~DenseStorage() [243] Laser::transmission_spectrum(double) const
  [16] Euler_angles(Vecteur3D) [249] Eigen::DenseStorage<double, -1, -1, 1, 0>::~DenseStorage() [244] Laser::intensity_t_nanosecond(double) const
 [240] Pseudo_Voigt(double, double, double) [48] Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >::resize(long long, long long) [50] Laser::intensity_repere_sur_waist(Vecteur3D const&) const
 [268] binarySearch(double*, int, int, double) [296] Eigen::internal::queryCacheSizes(int&, int&, int&) [67] void std::vector<Internal_state, std::allocator<Internal_state> >::_M_realloc_insert<Internal_state const&>(__gnu_cxx::__normal_iterator<Internal_state*, std::vector<Internal_state, std::allocator<Internal_state> > >, Internal_state const&)
  [61] Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [24] void Eigen::internal::selfadjoint_product_impl<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false>, 17, false, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const>, 0, true>::run<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const> const&, std::complex<double> const&) [63] void std::vector<type_codage_react, std::allocator<type_codage_react> >::_M_realloc_insert<type_codage_react const&>(__gnu_cxx::__normal_iterator<type_codage_react*, std::vector<type_codage_react, std::allocator<type_codage_react> > >, type_codage_react const&)
 [246] find_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, double&) [13] void Eigen::internal::tridiagonalization_inplace<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) [290] void std::vector<Laser, std::allocator<Laser> >::_M_realloc_insert<Laser const&>(__gnu_cxx::__normal_iterator<Laser*, std::vector<Laser, std::allocator<Laser> > >, Laser const&)
