Profil plat :

Chaque échantillon compte pour 0.01 seconds.
  %    cumulatif   auto              auto     total           
temps   seconds   seconds   appels  s/appel  s/appel  nom     
                0.00    0.00       1/1           FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [54]
                0.00    0.00       1/1           Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [55]
                0.00    0.00       1/1           FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [56]
                0.00    0.00     288/1245557     Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [44]
                0.00    0.00       1/1           initialisation_trans_mol(char const*, char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [59]
                0.00    0.00       1/1           do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [61]
                0.00    0.00     287/47591       find_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, double&) [244]
                0.00    0.00     286/286         Modif_Param(double, FitParams&) [269]
                0.00    0.00     125/250         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [270]
                0.00    0.00     125/125         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [276]
                0.00    0.00      39/618         Laser::read_Spectrum(char const*) [261]
                0.00    0.00      11/147         DataCards::SParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [272]
                0.00    0.00       7/8           DataCards::IParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, long) [283]
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::~vector() [288]
                0.00    0.00       2/2           Field::Field() [291]
                0.00    0.00       2/2           Field::Field(Field const&) [290]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::~vector() [293]
                0.00    0.00       2/10964       Eigen::DenseStorage<double, -1, -1, 1, 0>::~DenseStorage() [253]
                0.00    0.00       1/35220910     DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [229]
                0.00    0.00       1/127         DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [274]
                0.00    0.00       1/1           save_random_generator(gsl_rng*, char const*) [297]
                0.00    0.00       1/1           initialisation_proba(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Internal_state, std::allocator<Internal_state> > const&) [296]
                0.00    0.00       1/1           Read_Energy_Zeeman_dipole_for_Diagonalization(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*) [298]
                0.00    0.00       1/5482        Eigen::DenseStorage<std::complex<double>, -1, -1, -1, 0>::~DenseStorage() [257]
                0.00    0.00       1/1           FitParams::Scan_Param() [303]
                0.00    0.00       1/1           DataCards::NbCards() [301]
                0.00    0.00       1/1           DataCards::DataCards(DataCards const&) [302]
                0.00    0.00       1/1           operator<<(std::ostream&, DataCards) [305]
                0.00    0.00       1/1           std::__cxx11::_List_base<DataCards::CrdPF, std::allocator<DataCards::CrdPF> >::_M_clear() [304]
                0.00    0.00       1/3           std::__cxx11::_List_base<DataCards::Card, std::allocator<DataCards::Card> >::_M_clear() [289]
-----------------------------------------------
                0.00    3.34     287/287         RePaint() [3]
[4]     25.8    0.00    3.34     287         calcul_rates_molecules(std::vector<Internal_state, std::allocator<Internal_state> >&, MC_algorithmes, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, int, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [4]
                0.00    2.80    5481/5481        rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
                0.00    0.54    5481/5481        rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [14]
                0.00    0.00   22106/916574      Internal_state::~Internal_state() [230]
-----------------------------------------------
                0.09    0.45    5481/32886       rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [14]
                0.44    2.23   27405/32886       rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
[5]     24.8    0.53    2.68   32886         Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
                0.50    2.09 33708150/33708150     dipole_dot_Electric_Ffield(Vecteur3D const&, Vecteur3D const&, Vecteur3D const&, std::complex<double>&) <cycle 1> [8]
                0.05    0.00 33675264/33675264     operator*(Vecteur3D const&, double) [31]
                0.03    0.00 33675264/102792748     operator/(Vecteur3D const&, double) [28]
                0.00    0.00   65772/824222      Field::get_Field(Vecteur3D const&) const [38]
                0.00    0.00  394632/35220910     DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [229]
                0.00    0.00  197316/197316      void Eigen::internal::evaluateProductBlockingSizesHeuristic<std::complex<double>, double, 1, long long>(long long&, long long&, long long&, long long) [243]
                0.00    0.00  197316/197316      void Eigen::internal::evaluateProductBlockingSizesHeuristic<std::complex<double>, std::complex<double>, 1, long long>(long long&, long long&, long long&, long long) [242]
                0.00    0.00   32886/423631      operator+(Vecteur3D const&, Vecteur3D const&) [233]
-----------------------------------------------
                0.00    2.80    5481/5481        calcul_rates_molecules(std::vector<Internal_state, std::allocator<Internal_state> >&, MC_algorithmes, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, int, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [4]
[6]     21.7    0.00    2.80    5481         rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
                0.44    2.23   27405/32886       Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
                0.02    0.11  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool, int, int, int, double) [27]
                0.00    0.00    5481/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.00    0.00   10962/824222      Field::get_Field(Vecteur3D const&) const [38]
                0.00    0.00   21924/102792748     operator/(Vecteur3D const&, double) [28]
                0.00    0.00   10962/899966      Internal_state::Internal_state(Internal_state const&) [47]
                0.00    0.00   21924/412890      operator*(double, Vecteur3D const&) [234]
                0.00    0.00   16443/916574      Internal_state::~Internal_state() [230]
                0.00    0.00   10962/16737       Internal_state::Internal_state() [248]
                0.00    0.00   10962/11539       Laser::Laser(Laser const&) [250]
                0.00    0.00   10962/350784      Laser::wave_vector() const [236]
                0.00    0.00   10962/12113       Laser::~Laser() [249]
                0.00    0.00   10962/373744      operator-(Vecteur3D const&, Vecteur3D const&) [235]
                0.00    0.00   10962/423631      operator+(Vecteur3D const&, Vecteur3D const&) [233]
                0.00    0.00   10962/10964       Eigen::DenseStorage<double, -1, -1, 1, 0>::~DenseStorage() [253]
                0.00    0.00    5481/600640      Atome::Atome(Atome const&) [232]
                0.00    0.00    5481/345303      Gamma_Level_from_diagonalized_dipole(std::vector<Internal_state, std::allocator<Internal_state> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, int) [237]
                0.00    0.00    5481/5482        Eigen::DenseStorage<std::complex<double>, -1, -1, -1, 0>::~DenseStorage() [257]
                0.00    0.00    5481/606361      Molecule::~Molecule() [231]
-----------------------------------------------
[7]     20.1    0.50    2.09 33708150+2071818 <cycle 1 en entier> [7]
                0.21    1.33 34694730             dipole_dot_Electric_Ffield(Vecteur3D const&, Vecteur3D const&, Vecteur3D const&, std::complex<double>&) <cycle 1> [8]
                0.00    0.76   32886             void Eigen::internal::tridiagonalization_inplace_selector<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, true>::run<Eigen::Matrix<double, -1, 1, 0, -1, 1>, Eigen::Matrix<double, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, bool) <cycle 1> [12]
